Ensembl ID	shares_CDS_and_UTR_with_OTTT ID
ENSG00000152936	OTTHUMT00000402281
ENSG00000152939	OTTHUMT00000369303
ENSG00000152939	OTTHUMT00000369583
ENSG00000152942	OTTHUMT00000216795
ENSG00000152942	OTTHUMT00000216796
ENSG00000152942	OTTHUMT00000216797
ENSG00000152942	OTTHUMT00000216798
ENSG00000152942	OTTHUMT00000216800
ENSG00000152942	OTTHUMT00000216801
ENSG00000152944	OTTHUMT00000403262
ENSG00000152952	OTTHUMT00000355184
ENSG00000152952	OTTHUMT00000355185
ENSG00000152953	OTTHUMT00000206854
ENSG00000152954	OTTHUMT00000043866
ENSG00000152969	OTTHUMT00000246816
ENSG00000152969	OTTHUMT00000329747
ENSG00000152969	OTTHUMT00000329748
ENSG00000152969	OTTHUMT00000329750
ENSG00000152977	OTTHUMT00000355497
ENSG00000152990	OTTHUMT00000362960
ENSG00000152990	OTTHUMT00000362964
ENSG00000153006	OTTHUMT00000368457
ENSG00000153012	OTTHUMT00000214978
ENSG00000153015	OTTHUMT00000157247
ENSG00000153029	OTTHUMT00000085134
ENSG00000153029	OTTHUMT00000085135
ENSG00000153037	OTTHUMT00000250737
ENSG00000153037	OTTHUMT00000370786
ENSG00000153044	OTTHUMT00000215083
ENSG00000153044	OTTHUMT00000368815
ENSG00000153046	OTTHUMT00000039736
ENSG00000153046	OTTHUMT00000039738
ENSG00000153046	OTTHUMT00000346870
ENSG00000153046	OTTHUMT00000346871
ENSG00000153048	ENST00000311052
ENSG00000153048	OTTHUMT00000251902
ENSG00000153060	OTTHUMT00000251963
ENSG00000153064	OTTHUMT00000363161
ENSG00000153064	OTTHUMT00000363163
ENSG00000153071	OTTHUMT00000367014
ENSG00000153071	OTTHUMT00000367017
ENSG00000153086	OTTHUMT00000254627
ENSG00000153086	OTTHUMT00000312868
ENSG00000153093	OTTHUMT00000254024
ENSG00000153093	OTTHUMT00000254025
ENSG00000153093	OTTHUMT00000376017
ENSG00000153094	ENST00000357757
ENSG00000153094	OTTHUMT00000254022
ENSG00000153094	OTTHUMT00000314294
ENSG00000153094	OTTHUMT00000314295
ENSG00000153094	OTTHUMT00000331936
ENSG00000153107	OTTHUMT00000254045
ENSG00000153113	ENST00000395813
ENSG00000153113	OTTHUMT00000250198
ENSG00000153113	OTTHUMT00000277083
ENSG00000153113	OTTHUMT00000370544
ENSG00000153113	OTTHUMT00000370547
ENSG00000153113	OTTHUMT00000370548
ENSG00000153113	OTTHUMT00000370556
ENSG00000153130	OTTHUMT00000257274
ENSG00000153130	OTTHUMT00000257275
ENSG00000153130	OTTHUMT00000257276
ENSG00000153130	OTTHUMT00000364699
ENSG00000153132	ENST00000509477
ENSG00000153132	OTTHUMT00000257272
ENSG00000153140	OTTHUMT00000254097
ENSG00000153147	OTTHUMT00000365077
ENSG00000153157	OTTHUMT00000039845
ENSG00000153162	OTTHUMT00000039794
ENSG00000153165	OTTHUMT00000329975
ENSG00000153179	OTTHUMT00000401160
ENSG00000153179	OTTHUMT00000401161
ENSG00000153187	OTTHUMT00000097162
ENSG00000153187	OTTHUMT00000097163
ENSG00000153201	OTTHUMT00000253594
ENSG00000153207	OTTHUMT00000097817
ENSG00000153207	OTTHUMT00000097818
ENSG00000153208	OTTHUMT00000254046
ENSG00000153214	OTTHUMT00000330500
ENSG00000153230	OTTHUMT00000096868
ENSG00000153234	OTTHUMT00000254909
ENSG00000153237	OTTHUMT00000333270
ENSG00000153246	OTTHUMT00000333820
ENSG00000153246	OTTHUMT00000333821
ENSG00000153250	OTTHUMT00000255043
ENSG00000153250	OTTHUMT00000334279
ENSG00000153253	OTTHUMT00000102655
ENSG00000153253	OTTHUMT00000102656
ENSG00000153266	OTTHUMT00000351813
ENSG00000153283	OTTHUMT00000354312
ENSG00000153283	OTTHUMT00000354313
ENSG00000153283	OTTHUMT00000354315
ENSG00000153291	OTTHUMT00000040791
ENSG00000153292	OTTHUMT00000040810
ENSG00000153292	OTTHUMT00000040812
ENSG00000153292	OTTHUMT00000354170
ENSG00000153294	ENST00000283303
ENSG00000153294	OTTHUMT00000040819
ENSG00000153303	OTTHUMT00000362513
ENSG00000153303	OTTHUMT00000362541
ENSG00000153310	OTTHUMT00000380384
ENSG00000153339	OTTHUMT00000255355
ENSG00000153347	OTTHUMT00000370690
ENSG00000153391	OTTHUMT00000255768
ENSG00000153395	OTTHUMT00000304032
ENSG00000153404	OTTHUMT00000365359
ENSG00000153406	ENST00000404295
ENSG00000153406	OTTHUMT00000251631
ENSG00000153443	OTTHUMT00000251635
ENSG00000153487	OTTHUMT00000045767
ENSG00000153487	OTTHUMT00000045768
ENSG00000153487	OTTHUMT00000045769
ENSG00000153487	OTTHUMT00000045770
ENSG00000153495	OTTHUMT00000045812
ENSG00000153498	OTTHUMT00000045820
ENSG00000153498	OTTHUMT00000045823
ENSG00000153531	OTTHUMT00000045914
ENSG00000153531	OTTHUMT00000045915
ENSG00000153551	OTTHUMT00000342084
ENSG00000153551	OTTHUMT00000342085
ENSG00000153558	OTTHUMT00000253245
ENSG00000153558	OTTHUMT00000342311
ENSG00000153560	OTTHUMT00000253249
ENSG00000153560	OTTHUMT00000342561
ENSG00000153560	OTTHUMT00000342562
ENSG00000153561	OTTHUMT00000252591
ENSG00000153561	OTTHUMT00000330093
ENSG00000153563	OTTHUMT00000252592
ENSG00000153563	OTTHUMT00000252596
ENSG00000153563	OTTHUMT00000330784
ENSG00000153574	OTTHUMT00000252683
ENSG00000153575	OTTHUMT00000250998
ENSG00000153666	OTTHUMT00000251214
ENSG00000153684	OTTHUMT00000393302
ENSG00000153714	OTTHUMT00000051730
ENSG00000153721	OTTHUMT00000042792
ENSG00000153721	OTTHUMT00000348630
ENSG00000153767	OTTHUMT00000356770
ENSG00000153774	OTTHUMT00000269031
ENSG00000153779	OTTHUMT00000057424
ENSG00000153786	OTTHUMT00000269087
ENSG00000153790	OTTHUMT00000250301
ENSG00000153802	OTTHUMT00000251430
ENSG00000153814	OTTHUMT00000250382
ENSG00000153820	OTTHUMT00000331749
ENSG00000153820	OTTHUMT00000331750
ENSG00000153823	OTTHUMT00000256901
ENSG00000153823	OTTHUMT00000331809
ENSG00000153827	OTTHUMT00000331861
ENSG00000153827	OTTHUMT00000331864
ENSG00000153827	OTTHUMT00000331865
ENSG00000153832	OTTHUMT00000256919
ENSG00000153832	OTTHUMT00000331831
ENSG00000153898	OTTHUMT00000027567
ENSG00000153902	OTTHUMT00000103963
ENSG00000153904	OTTHUMT00000029189
ENSG00000153914	OTTHUMT00000215071
ENSG00000153914	OTTHUMT00000381118
ENSG00000153922	OTTHUMT00000370295
ENSG00000153930	OTTHUMT00000338043
ENSG00000153936	OTTHUMT00000028279
ENSG00000153936	OTTHUMT00000028280
ENSG00000153956	OTTHUMT00000253340
ENSG00000153975	OTTHUMT00000041961
ENSG00000153976	OTTHUMT00000129952
ENSG00000153989	OTTHUMT00000041989
ENSG00000153993	OTTHUMT00000336084
ENSG00000154001	OTTHUMT00000276973
ENSG00000154007	OTTHUMT00000026982
ENSG00000154016	OTTHUMT00000132176
ENSG00000154025	ENST00000395642
ENSG00000154025	OTTHUMT00000132128
ENSG00000154025	OTTHUMT00000132129
ENSG00000154025	OTTHUMT00000132131
ENSG00000154027	OTTHUMT00000026992
ENSG00000154027	OTTHUMT00000026993
ENSG00000154027	OTTHUMT00000092213
ENSG00000154040	ENST00000399499
ENSG00000154040	OTTHUMT00000090926
ENSG00000154040	OTTHUMT00000254898
ENSG00000154040	OTTHUMT00000254899
ENSG00000154040	OTTHUMT00000254900
ENSG00000154059	OTTHUMT00000254901
ENSG00000154065	OTTHUMT00000254825
ENSG00000154079	OTTHUMT00000041140
ENSG00000154096	OTTHUMT00000388370
ENSG00000154096	OTTHUMT00000388372
ENSG00000154099	OTTHUMT00000250328
ENSG00000154114	OTTHUMT00000387657
ENSG00000154118	OTTHUMT00000269108
ENSG00000154122	OTTHUMT00000207063
ENSG00000154124	OTTHUMT00000366012
ENSG00000154127	OTTHUMT00000387499
ENSG00000154133	OTTHUMT00000387111
ENSG00000154134	OTTHUMT00000387091
ENSG00000154134	OTTHUMT00000387105
ENSG00000154143	OTTHUMT00000387064
ENSG00000154144	OTTHUMT00000329057
ENSG00000154146	ENST00000284292
ENSG00000154146	OTTHUMT00000387078
ENSG00000154153	OTTHUMT00000366090
ENSG00000154153	OTTHUMT00000366092
ENSG00000154162	OTTHUMT00000207139
ENSG00000154162	OTTHUMT00000375797
ENSG00000154162	OTTHUMT00000375798
ENSG00000154165	OTTHUMT00000358907
ENSG00000154174	OTTHUMT00000353141
ENSG00000154175	OTTHUMT00000353260
ENSG00000154175	OTTHUMT00000353264
ENSG00000154188	OTTHUMT00000380419
ENSG00000154222	OTTHUMT00000022189
ENSG00000154227	ENST00000394113
ENSG00000154227	OTTHUMT00000313593
ENSG00000154237	OTTHUMT00000384567
ENSG00000154237	OTTHUMT00000384573
ENSG00000154252	OTTHUMT00000322792
ENSG00000154258	OTTHUMT00000277072
ENSG00000154263	OTTHUMT00000379881
ENSG00000154263	OTTHUMT00000379998
ENSG00000154274	OTTHUMT00000250432
ENSG00000154274	OTTHUMT00000250433
ENSG00000154277	OTTHUMT00000216827
ENSG00000154305	OTTHUMT00000091489
ENSG00000154309	OTTHUMT00000092512
ENSG00000154310	OTTHUMT00000352973
ENSG00000154310	OTTHUMT00000352976
ENSG00000154316	OTTHUMT00000385807
ENSG00000154319	OTTHUMT00000251513
ENSG00000154319	OTTHUMT00000383900
ENSG00000154319	OTTHUMT00000383901
ENSG00000154328	OTTHUMT00000207583
ENSG00000154328	OTTHUMT00000383126
ENSG00000154328	OTTHUMT00000383663
ENSG00000154330	OTTHUMT00000052548
ENSG00000154342	OTTHUMT00000091648
ENSG00000154359	OTTHUMT00000251693
ENSG00000154370	OTTHUMT00000095995
ENSG00000154380	OTTHUMT00000092060
ENSG00000154380	OTTHUMT00000357426
ENSG00000154415	OTTHUMT00000346724
ENSG00000154415	OTTHUMT00000346726
ENSG00000154429	OTTHUMT00000091841
ENSG00000154438	OTTHUMT00000138907
ENSG00000154447	OTTHUMT00000363382
ENSG00000154473	OTTHUMT00000050835
ENSG00000154473	OTTHUMT00000050836
ENSG00000154478	OTTHUMT00000050850
ENSG00000154479	OTTHUMT00000333954
ENSG00000154485	OTTHUMT00000050928
ENSG00000154511	OTTHUMT00000030046
ENSG00000154518	OTTHUMT00000255563
ENSG00000154518	OTTHUMT00000334494
ENSG00000154529	OTTHUMT00000036930
ENSG00000154529	OTTHUMT00000129770
ENSG00000154537	OTTHUMT00000037006
ENSG00000154545	OTTHUMT00000100439
ENSG00000154545	OTTHUMT00000100443
ENSG00000154548	OTTHUMT00000041474
ENSG00000154553	OTTHUMT00000360499
ENSG00000154553	OTTHUMT00000360500
ENSG00000154556	OTTHUMT00000347944
ENSG00000154556	OTTHUMT00000347946
ENSG00000154556	OTTHUMT00000347949
ENSG00000154556	OTTHUMT00000347950
ENSG00000154556	OTTHUMT00000347951
ENSG00000154556	OTTHUMT00000347952
ENSG00000154582	OTTHUMT00000379014
ENSG00000154582	OTTHUMT00000379017
ENSG00000154589	OTTHUMT00000379032
ENSG00000154608	OTTHUMT00000364033
ENSG00000154620	OTTHUMT00000088534
ENSG00000154639	OTTHUMT00000158209
ENSG00000154639	OTTHUMT00000158211
ENSG00000154639	OTTHUMT00000158212
ENSG00000154639	OTTHUMT00000340163
ENSG00000154640	OTTHUMT00000158195
ENSG00000154640	OTTHUMT00000158196
ENSG00000154642	OTTHUMT00000158213
ENSG00000154642	OTTHUMT00000158214
ENSG00000154642	OTTHUMT00000158215
ENSG00000154645	ENST00000338326
ENSG00000154645	OTTHUMT00000158232
ENSG00000154645	OTTHUMT00000158234
ENSG00000154646	OTTHUMT00000158231
ENSG00000154654	OTTHUMT00000170915
ENSG00000154655	ENST00000284898
ENSG00000154655	OTTHUMT00000254447
ENSG00000154655	OTTHUMT00000254448
ENSG00000154678	OTTHUMT00000215075
ENSG00000154678	OTTHUMT00000215076
ENSG00000154678	OTTHUMT00000215077
ENSG00000154678	OTTHUMT00000328458
ENSG00000154719	OTTHUMT00000171194
ENSG00000154719	OTTHUMT00000171195
ENSG00000154721	OTTHUMT00000171347
ENSG00000154723	OTTHUMT00000171356
ENSG00000154723	OTTHUMT00000171357
ENSG00000154723	OTTHUMT00000171358
ENSG00000154727	OTTHUMT00000171364
ENSG00000154734	OTTHUMT00000171650
ENSG00000154736	OTTHUMT00000171648
ENSG00000154743	OTTHUMT00000251981
ENSG00000154743	OTTHUMT00000339518
ENSG00000154760	ENST00000526861
ENSG00000154760	OTTHUMT00000381883
ENSG00000154764	OTTHUMT00000252031
ENSG00000154767	OTTHUMT00000340517
ENSG00000154781	OTTHUMT00000252077
ENSG00000154783	OTTHUMT00000340628
ENSG00000154803	OTTHUMT00000131577
ENSG00000154803	OTTHUMT00000131578
ENSG00000154813	OTTHUMT00000252108
ENSG00000154813	OTTHUMT00000346770
ENSG00000154814	OTTHUMT00000252109
ENSG00000154822	OTTHUMT00000340250
ENSG00000154822	OTTHUMT00000340251
ENSG00000154832	OTTHUMT00000255927
ENSG00000154839	ENST00000398452
ENSG00000154839	OTTHUMT00000255982
ENSG00000154845	OTTHUMT00000268571
ENSG00000154845	OTTHUMT00000268572
ENSG00000154856	OTTHUMT00000254529
ENSG00000154889	OTTHUMT00000254562
ENSG00000154917	OTTHUMT00000357152
ENSG00000154917	OTTHUMT00000357155
ENSG00000154920	OTTHUMT00000367118
ENSG00000154928	OTTHUMT00000357671
ENSG00000154928	OTTHUMT00000357672
ENSG00000154930	OTTHUMT00000078386
ENSG00000154930	OTTHUMT00000078387
ENSG00000154945	OTTHUMT00000368201
ENSG00000154978	OTTHUMT00000343074
ENSG00000154978	OTTHUMT00000343082
ENSG00000154997	OTTHUMT00000251489
ENSG00000155008	OTTHUMT00000057385
ENSG00000155011	OTTHUMT00000253959
ENSG00000155016	OTTHUMT00000363691
ENSG00000155026	ENST00000404406
ENSG00000155026	OTTHUMT00000325465
ENSG00000155026	OTTHUMT00000399461
ENSG00000155034	OTTHUMT00000324093
ENSG00000155052	OTTHUMT00000330864
ENSG00000155066	ENST00000317620
ENSG00000155066	OTTHUMT00000252771
ENSG00000155066	OTTHUMT00000338634
ENSG00000155085	OTTHUMT00000041765
ENSG00000155087	OTTHUMT00000379884
ENSG00000155090	OTTHUMT00000379967
ENSG00000155090	OTTHUMT00000379968
ENSG00000155093	OTTHUMT00000327121
ENSG00000155093	OTTHUMT00000353213
ENSG00000155093	OTTHUMT00000353214
ENSG00000155096	OTTHUMT00000380133
ENSG00000155096	OTTHUMT00000380135
ENSG00000155097	OTTHUMT00000380100
ENSG00000155097	OTTHUMT00000380103
ENSG00000155099	OTTHUMT00000376778
ENSG00000155100	OTTHUMT00000319968
ENSG00000155111	OTTHUMT00000041804
ENSG00000155115	OTTHUMT00000041820
ENSG00000155130	OTTHUMT00000041903
ENSG00000155158	OTTHUMT00000051758
ENSG00000155158	OTTHUMT00000371769
ENSG00000155189	OTTHUMT00000374684
ENSG00000155229	OTTHUMT00000049706
ENSG00000155229	OTTHUMT00000049719
ENSG00000155252	OTTHUMT00000049735
ENSG00000155254	OTTHUMT00000049737
ENSG00000155256	OTTHUMT00000049745
ENSG00000155256	OTTHUMT00000049748
ENSG00000155265	OTTHUMT00000049752
ENSG00000155269	OTTHUMT00000359201
ENSG00000155275	OTTHUMT00000359197
ENSG00000155287	OTTHUMT00000049801
ENSG00000155304	OTTHUMT00000157815
ENSG00000155307	OTTHUMT00000157914
ENSG00000155307	OTTHUMT00000157915
ENSG00000155313	OTTHUMT00000157963
ENSG00000155313	OTTHUMT00000157964
ENSG00000155313	OTTHUMT00000157965
ENSG00000155324	OTTHUMT00000250922
ENSG00000155324	OTTHUMT00000371350
ENSG00000155324	OTTHUMT00000371357
ENSG00000155324	OTTHUMT00000371358
ENSG00000155329	OTTHUMT00000251012
ENSG00000155329	OTTHUMT00000370161
ENSG00000155329	OTTHUMT00000370163
ENSG00000155330	OTTHUMT00000255738
ENSG00000155363	OTTHUMT00000032906
ENSG00000155366	ENST00000369633
ENSG00000155366	OTTHUMT00000032903
ENSG00000155366	OTTHUMT00000032904
ENSG00000155366	OTTHUMT00000032905
ENSG00000155366	OTTHUMT00000033236
ENSG00000155366	OTTHUMT00000033241
ENSG00000155366	OTTHUMT00000033244
ENSG00000155367	OTTHUMT00000033251
ENSG00000155368	ENST00000409094
ENSG00000155368	OTTHUMT00000330590
ENSG00000155368	OTTHUMT00000330591
ENSG00000155368	OTTHUMT00000330592
ENSG00000155368	OTTHUMT00000330595
ENSG00000155380	ENST00000458229
ENSG00000155380	OTTHUMT00000033539
ENSG00000155393	OTTHUMT00000256880
ENSG00000155393	OTTHUMT00000256881
ENSG00000155428	OTTHUMT00000252093
ENSG00000155438	OTTHUMT00000254239
ENSG00000155463	OTTHUMT00000071630
ENSG00000155463	OTTHUMT00000071632
ENSG00000155465	OTTHUMT00000071635
ENSG00000155465	OTTHUMT00000071636
ENSG00000155465	OTTHUMT00000071637
ENSG00000155465	OTTHUMT00000071638
ENSG00000155495	OTTHUMT00000058604
ENSG00000155506	OTTHUMT00000252509
ENSG00000155508	OTTHUMT00000377455
ENSG00000155508	OTTHUMT00000377459
ENSG00000155508	OTTHUMT00000377462
ENSG00000155511	OTTHUMT00000252456
ENSG00000155511	OTTHUMT00000258854
ENSG00000155511	OTTHUMT00000374098
ENSG00000155530	OTTHUMT00000339442
ENSG00000155542	OTTHUMT00000132304
ENSG00000155545	OTTHUMT00000132520
ENSG00000155561	OTTHUMT00000340358
ENSG00000155621	OTTHUMT00000052628
ENSG00000155621	OTTHUMT00000052629
ENSG00000155622	OTTHUMT00000056628
ENSG00000155629	OTTHUMT00000049619
ENSG00000155629	OTTHUMT00000049622
ENSG00000155636	OTTHUMT00000334375
ENSG00000155640	OTTHUMT00000049627
ENSG00000155657	OTTHUMT00000335574
ENSG00000155659	OTTHUMT00000056986
ENSG00000155659	OTTHUMT00000056988
ENSG00000155660	OTTHUMT00000317077
ENSG00000155666	OTTHUMT00000254580
ENSG00000155714	OTTHUMT00000381652
ENSG00000155719	OTTHUMT00000207447
ENSG00000155719	OTTHUMT00000207448
ENSG00000155729	OTTHUMT00000256188
ENSG00000155744	OTTHUMT00000256285
ENSG00000155749	OTTHUMT00000256287
ENSG00000155754	OTTHUMT00000256296
ENSG00000155754	OTTHUMT00000336945
ENSG00000155754	OTTHUMT00000336946
ENSG00000155755	OTTHUMT00000335753
ENSG00000155755	OTTHUMT00000335754
ENSG00000155760	OTTHUMT00000256314
ENSG00000155761	OTTHUMT00000033723
ENSG00000155792	OTTHUMT00000381600
ENSG00000155792	OTTHUMT00000381601
ENSG00000155816	OTTHUMT00000096217
ENSG00000155827	OTTHUMT00000356402
ENSG00000155833	OTTHUMT00000053463
ENSG00000155846	OTTHUMT00000252334
ENSG00000155846	OTTHUMT00000319316
ENSG00000155849	OTTHUMT00000219830
ENSG00000155849	OTTHUMT00000219863
ENSG00000155849	OTTHUMT00000337924
ENSG00000155849	OTTHUMT00000337935
ENSG00000155850	OTTHUMT00000252333
ENSG00000155858	OTTHUMT00000252580
ENSG00000155868	ENST00000420343
ENSG00000155868	OTTHUMT00000252567
ENSG00000155875	OTTHUMT00000051811
ENSG00000155876	OTTHUMT00000051824
ENSG00000155886	OTTHUMT00000051866
ENSG00000155886	OTTHUMT00000051867
ENSG00000155890	OTTHUMT00000359531
ENSG00000155893	OTTHUMT00000359533
ENSG00000155893	OTTHUMT00000359534
ENSG00000155893	OTTHUMT00000359535
ENSG00000155893	OTTHUMT00000359536
ENSG00000155897	OTTHUMT00000380080
ENSG00000155897	OTTHUMT00000380081
ENSG00000155903	OTTHUMT00000359711
ENSG00000155906	OTTHUMT00000042718
ENSG00000155926	OTTHUMT00000378771
ENSG00000155926	OTTHUMT00000378772
ENSG00000155926	OTTHUMT00000378773
ENSG00000155926	OTTHUMT00000378775
ENSG00000155926	OTTHUMT00000378776
ENSG00000155957	OTTHUMT00000401832
ENSG00000155959	OTTHUMT00000058806
ENSG00000155961	OTTHUMT00000058792
ENSG00000155962	OTTHUMT00000058793
ENSG00000155966	OTTHUMT00000058673
ENSG00000155970	OTTHUMT00000214031
ENSG00000155974	OTTHUMT00000401975
ENSG00000155975	OTTHUMT00000253301
ENSG00000155975	OTTHUMT00000376190
ENSG00000155984	OTTHUMT00000058710
ENSG00000156006	OTTHUMT00000253380
ENSG00000156009	ENST00000345830
ENSG00000156009	OTTHUMT00000058728
ENSG00000156011	OTTHUMT00000374867
ENSG00000156011	OTTHUMT00000374869
ENSG00000156017	OTTHUMT00000052703
ENSG00000156026	OTTHUMT00000048593
ENSG00000156026	OTTHUMT00000048594
ENSG00000156030	ENST00000286523
ENSG00000156030	OTTHUMT00000317793
ENSG00000156049	OTTHUMT00000052759
ENSG00000156052	OTTHUMT00000052761
ENSG00000156076	OTTHUMT00000401258
ENSG00000156096	OTTHUMT00000365526
ENSG00000156096	OTTHUMT00000365527
ENSG00000156097	OTTHUMT00000384441
ENSG00000156103	OTTHUMT00000375304
ENSG00000156110	OTTHUMT00000048763
ENSG00000156110	OTTHUMT00000048765
ENSG00000156113	OTTHUMT00000048877
ENSG00000156136	OTTHUMT00000252159
ENSG00000156140	OTTHUMT00000252164
ENSG00000156140	OTTHUMT00000362292
ENSG00000156150	OTTHUMT00000032232
ENSG00000156162	OTTHUMT00000379339
ENSG00000156170	OTTHUMT00000316700
ENSG00000156170	OTTHUMT00000379943
ENSG00000156171	ENST00000484310
ENSG00000156171	OTTHUMT00000032930
ENSG00000156172	OTTHUMT00000379672
ENSG00000156194	OTTHUMT00000362929
ENSG00000156218	OTTHUMT00000304007
ENSG00000156219	OTTHUMT00000252416
ENSG00000156219	OTTHUMT00000252417
ENSG00000156219	OTTHUMT00000362484
ENSG00000156219	OTTHUMT00000362486
ENSG00000156219	OTTHUMT00000362487
ENSG00000156222	OTTHUMT00000308999
ENSG00000156234	OTTHUMT00000252519
ENSG00000156239	OTTHUMT00000171738
ENSG00000156239	OTTHUMT00000171739
ENSG00000156253	OTTHUMT00000171858
ENSG00000156256	OTTHUMT00000171845
ENSG00000156256	OTTHUMT00000171846
ENSG00000156256	OTTHUMT00000171847
ENSG00000156261	OTTHUMT00000171822
ENSG00000156265	OTTHUMT00000171865
ENSG00000156265	OTTHUMT00000171866
ENSG00000156265	OTTHUMT00000171867
ENSG00000156265	OTTHUMT00000171963
ENSG00000156265	OTTHUMT00000340170
ENSG00000156269	OTTHUMT00000362922
ENSG00000156273	OTTHUMT00000171973
ENSG00000156273	OTTHUMT00000171974
ENSG00000156282	OTTHUMT00000182261
ENSG00000156298	OTTHUMT00000355894
ENSG00000156298	OTTHUMT00000356412
ENSG00000156299	OTTHUMT00000192552
ENSG00000156304	OTTHUMT00000192659
ENSG00000156304	OTTHUMT00000192660
ENSG00000156313	OTTHUMT00000056234
ENSG00000156313	OTTHUMT00000355888
ENSG00000156345	OTTHUMT00000052958
ENSG00000156345	OTTHUMT00000214996
ENSG00000156345	OTTHUMT00000214997
ENSG00000156374	OTTHUMT00000050132
ENSG00000156374	OTTHUMT00000050134
ENSG00000156384	OTTHUMT00000050190
ENSG00000156384	OTTHUMT00000050191
ENSG00000156395	OTTHUMT00000050221
ENSG00000156398	OTTHUMT00000050096
ENSG00000156413	ENST00000318336
ENSG00000156413	OTTHUMT00000394218
ENSG00000156413	OTTHUMT00000394220
ENSG00000156414	OTTHUMT00000328325
ENSG00000156427	OTTHUMT00000252857
ENSG00000156453	OTTHUMT00000251862
ENSG00000156453	OTTHUMT00000320587
ENSG00000156463	OTTHUMT00000251888
ENSG00000156466	OTTHUMT00000379862
ENSG00000156467	OTTHUMT00000379863
ENSG00000156467	OTTHUMT00000379865
ENSG00000156469	OTTHUMT00000379876
ENSG00000156471	OTTHUMT00000379743
ENSG00000156471	OTTHUMT00000379747
ENSG00000156475	ENST00000356826
ENSG00000156475	ENST00000453001
ENSG00000156475	OTTHUMT00000251893
ENSG00000156475	OTTHUMT00000251894
ENSG00000156475	OTTHUMT00000372949
ENSG00000156475	OTTHUMT00000388939
ENSG00000156482	OTTHUMT00000380346
ENSG00000156486	OTTHUMT00000103134
ENSG00000156500	OTTHUMT00000058955
ENSG00000156500	OTTHUMT00000058960
ENSG00000156502	OTTHUMT00000048396
ENSG00000156504	OTTHUMT00000058382
ENSG00000156504	OTTHUMT00000355005
ENSG00000156508	OTTHUMT00000128718
ENSG00000156509	OTTHUMT00000380380
ENSG00000156510	OTTHUMT00000048389
ENSG00000156515	OTTHUMT00000048429
ENSG00000156515	OTTHUMT00000048430
ENSG00000156521	OTTHUMT00000048483
ENSG00000156521	OTTHUMT00000048484
ENSG00000156531	OTTHUMT00000058366
ENSG00000156531	OTTHUMT00000058367
ENSG00000156535	OTTHUMT00000041230
ENSG00000156564	OTTHUMT00000040488
ENSG00000156574	OTTHUMT00000048511
ENSG00000156575	OTTHUMT00000392467
ENSG00000156587	OTTHUMT00000392655
ENSG00000156587	OTTHUMT00000392657
ENSG00000156599	OTTHUMT00000393694
ENSG00000156603	OTTHUMT00000393701
ENSG00000156603	OTTHUMT00000393702
ENSG00000156639	OTTHUMT00000040424
ENSG00000156642	OTTHUMT00000268980
ENSG00000156642	OTTHUMT00000268981
ENSG00000156650	OTTHUMT00000048771
ENSG00000156671	OTTHUMT00000048780
ENSG00000156675	OTTHUMT00000376815
ENSG00000156675	OTTHUMT00000376816
ENSG00000156687	OTTHUMT00000347585
ENSG00000156687	OTTHUMT00000347586
ENSG00000156687	OTTHUMT00000347601
ENSG00000156689	OTTHUMT00000394599
ENSG00000156697	OTTHUMT00000058221
ENSG00000156709	OTTHUMT00000058247
ENSG00000156709	OTTHUMT00000058248
ENSG00000156709	OTTHUMT00000058249
ENSG00000156709	OTTHUMT00000378485
ENSG00000156711	OTTHUMT00000040328
ENSG00000156711	OTTHUMT00000040330
ENSG00000156735	OTTHUMT00000377037
ENSG00000156735	OTTHUMT00000377038
ENSG00000156738	ENST00000345732
ENSG00000156738	OTTHUMT00000395402
ENSG00000156738	OTTHUMT00000395403
ENSG00000156787	OTTHUMT00000381721
ENSG00000156787	OTTHUMT00000381723
ENSG00000156795	OTTHUMT00000381772
ENSG00000156802	OTTHUMT00000381766
ENSG00000156804	OTTHUMT00000381281
ENSG00000156804	OTTHUMT00000381284
ENSG00000156831	OTTHUMT00000381378
ENSG00000156853	OTTHUMT00000255552
ENSG00000156858	OTTHUMT00000255551
ENSG00000156869	OTTHUMT00000029677
ENSG00000156873	OTTHUMT00000255531
ENSG00000156875	OTTHUMT00000029657
ENSG00000156876	OTTHUMT00000029656
ENSG00000156885	OTTHUMT00000255626
ENSG00000156920	ENST00000412101
ENSG00000156920	OTTHUMT00000286638
ENSG00000156925	OTTHUMT00000058524
ENSG00000156925	OTTHUMT00000058526
ENSG00000156928	OTTHUMT00000250241
ENSG00000156931	OTTHUMT00000345372
ENSG00000156931	OTTHUMT00000345396
ENSG00000156959	OTTHUMT00000338298
ENSG00000156966	OTTHUMT00000332827
ENSG00000156968	OTTHUMT00000252129
ENSG00000156970	OTTHUMT00000252122
ENSG00000156973	OTTHUMT00000332407
ENSG00000156976	OTTHUMT00000344609
ENSG00000156983	OTTHUMT00000214130
ENSG00000156983	OTTHUMT00000338483
ENSG00000156990	OTTHUMT00000250238
ENSG00000156990	OTTHUMT00000339053
ENSG00000157005	OTTHUMT00000344278
ENSG00000157014	OTTHUMT00000339642
ENSG00000157017	OTTHUMT00000339626
ENSG00000157017	OTTHUMT00000339627
ENSG00000157017	OTTHUMT00000339628
ENSG00000157017	OTTHUMT00000339632
