EntrezGene	Ensembl
6609	ENSG00000166311
114049	ENSG00000071462
10857	ENSG00000101856
84952	ENSG00000128849
84951	ENSG00000131746
84950	ENSG00000134748
84957	ENSG00000054967
200150	ENSG00000180287
84955	ENSG00000120526
84954	ENSG00000008382
58493	ENSG00000148153
84958	ENSG00000142765
10859	ENSG00000104972
10858	ENSG00000036530
134510	ENSG00000164332
50604	ENSG00000162891
100133898	ENSG00000153107
143678	ENSG00000234776
23397	ENSG00000121152
140690	ENSG00000124092
1043	ENSG00000169442
63978	ENSG00000147596
63979	ENSG00000132436
63976	ENSG00000142611
140699	ENSG00000101353
63974	ENSG00000164600
401388	ENSG00000197851
63973	ENSG00000178403
63970	ENSG00000120471
63971	ENSG00000137177
245973	ENSG00000143882
245972	ENSG00000147614
1040	ENSG00000163624
100130519	ENSG00000188051
645870	ENSG00000175334
1047	ENSG00000153132
5367	ENSG00000183395
26207	ENSG00000154217
26206	ENSG00000137098
26205	ENSG00000101216
1045	ENSG00000165556
58491	ENSG00000197951
400581	ENSG00000189152
5365	ENSG00000198753
283899	ENSG00000169592
2358	ENSG00000171049
166929	ENSG00000164023
2352	ENSG00000110203
2353	ENSG00000170345
2350	ENSG00000165457
151516	ENSG00000244617
2356	ENSG00000136877
2357	ENSG00000171051
2354	ENSG00000125740
2355	ENSG00000075426
135250	ENSG00000164520
79607	ENSG00000197798
219293	ENSG00000215915
219578	ENSG00000182348
6736	ENSG00000184895
139285	ENSG00000184675
57194	ENSG00000206190
348158	ENSG00000066813
100508266	ENSG00000198453
390174	ENSG00000174914
3739	ENSG00000182255
3738	ENSG00000177272
1894	ENSG00000114346
3736	ENSG00000111262
3735	ENSG00000065427
1890	ENSG00000025708
3732	ENSG00000085117
1892	ENSG00000127884
3730	ENSG00000011201
4691	ENSG00000115053
2137	ENSG00000012232
4693	ENSG00000124479
2135	ENSG00000162694
4927	ENSG00000108559
4694	ENSG00000125356
4925	ENSG00000070081
4924	ENSG00000104805
79922	ENSG00000129282
79922	ENSG00000256805
79923	ENSG00000111704
4929	ENSG00000153234
4928	ENSG00000110713
79927	ENSG00000197245
2138	ENSG00000104313
2139	ENSG00000064655
4735	ENSG00000168385
93986	ENSG00000128573
57161	ENSG00000139946
57167	ENSG00000101115
57165	ENSG00000198835
727800	ENSG00000212864
57168	ENSG00000128203
57169	ENSG00000124201
100510491	ENSG00000230185
5160	ENSG00000131828
79809	ENSG00000123607
5162	ENSG00000168291
5163	ENSG00000152256
5164	ENSG00000005882
5165	ENSG00000067992
5166	ENSG00000004799
54469	ENSG00000086666
5168	ENSG00000136960
54467	ENSG00000001629
54464	ENSG00000114127
54465	ENSG00000143971
54462	ENSG00000107771
56938	ENSG00000029153
54460	ENSG00000187145
54461	ENSG00000159069
116071	ENSG00000168062
2786	ENSG00000168243
23039	ENSG00000130227
2781	ENSG00000128266
1288	ENSG00000197565
100507904	ENSG00000255659
4776	ENSG00000100968
222611	ENSG00000164393
4807	ENSG00000171786
4774	ENSG00000162599
1351	ENSG00000176340
79801	ENSG00000171241
125150	ENSG00000214941
729759	ENSG00000185097
729759	ENSG00000230178
729759	ENSG00000235249
23038	ENSG00000142784
9698	ENSG00000134644
94030	ENSG00000131409
9696	ENSG00000058453
9697	ENSG00000065308
9694	ENSG00000104412
9695	ENSG00000134109
9692	ENSG00000100890
9693	ENSG00000109756
9690	ENSG00000009335
57381	ENSG00000126785
84787	ENSG00000133247
79802	ENSG00000143512
11261	ENSG00000187446
192134	ENSG00000198488
388341	ENSG00000181350
54602	ENSG00000102471
125981	ENSG00000167769
54600	ENSG00000241119
4771	ENSG00000186575
54606	ENSG00000136271
2788	ENSG00000176533
256309	ENSG00000168491
56934	ENSG00000154975
55785	ENSG00000180263
100130827	ENSG00000231274
116225	ENSG00000165724
26285	ENSG00000156282
10602	ENSG00000163171
26284	ENSG00000132591
140290	ENSG00000242220
100510232	ENSG00000105255
2079	ENSG00000100632
80333	ENSG00000185774
80332	ENSG00000149451
80331	ENSG00000101152
57514	ENSG00000031081
4778	ENSG00000123405
80335	ENSG00000164091
666	ENSG00000176720
57045	ENSG00000128791
80339	ENSG00000100344
26280	ENSG00000189108
1261	ENSG00000144191
79078	ENSG00000164008
100129271	ENSG00000198854
283471	ENSG00000186452
1798	ENSG00000172269
57511	ENSG00000133103
1793	ENSG00000150760
1267	ENSG00000173786
1791	ENSG00000107447
57510	ENSG00000124571
1797	ENSG00000204348
1797	ENSG00000206346
1797	ENSG00000224313
1797	ENSG00000225682
1797	ENSG00000234798
1796	ENSG00000115325
1795	ENSG00000088538
1266	ENSG00000117519
390154	ENSG00000172489
390155	ENSG00000181698
390157	ENSG00000150261
661	ENSG00000168495
167826	ENSG00000177468
6304	ENSG00000182568
6843	ENSG00000139190
6840	ENSG00000197321
1264	ENSG00000130176
6846	ENSG00000143185
10608	ENSG00000123933
6844	ENSG00000220205
6845	ENSG00000124333
347688	ENSG00000173876
10609	ENSG00000141696
54097	ENSG00000183844
283149	ENSG00000186174
57834	ENSG00000171903
2077	ENSG00000105722
220064	ENSG00000149716
83787	ENSG00000170632
83786	ENSG00000126391
6300	ENSG00000188130
54112	ENSG00000181656
158405	ENSG00000165185
2074	ENSG00000225830
6590	ENSG00000124107
30850	ENSG00000109089
8237	ENSG00000102226
6595	ENSG00000080503
6596	ENSG00000071794
6597	ENSG00000127616
6598	ENSG00000099956
147184	ENSG00000167920
8239	ENSG00000124486
283129	ENSG00000168070
144699	ENSG00000171823
201161	ENSG00000166582
123745	ENSG00000188089
196385	ENSG00000197653
54890	ENSG00000091542
206338	ENSG00000172901
54897	ENSG00000130940
284274	ENSG00000206026
5818	ENSG00000110400
7638	ENSG00000159905
7639	ENSG00000105750
7639	ENSG00000253145
378948	ENSG00000242875
5819	ENSG00000130202
30837	ENSG00000174111
30837	ENSG00000255751
171586	ENSG00000158201
51481	ENSG00000169059
7634	ENSG00000174255
8786	ENSG00000076344
11006	ENSG00000186818
55651	ENSG00000145912
112770	ENSG00000198715
8785	ENSG00000124159
375704	ENSG00000168913
51339	ENSG00000165617
285668	ENSG00000178722
100287580	ENSG00000255659
283417	ENSG00000177990
55657	ENSG00000171163
284131	ENSG00000173818
115207	ENSG00000178695
54546	ENSG00000178828
115201	ENSG00000101844
256892	ENSG00000188069
339416	ENSG00000183831
222826	ENSG00000145975
10139	ENSG00000101246
9843	ENSG00000089472
55308	ENSG00000168872
9841	ENSG00000112365
9840	ENSG00000135426
9847	ENSG00000111731
9846	ENSG00000033327
9844	ENSG00000155849
390142	ENSG00000198877
257169	ENSG00000157653
9848	ENSG00000198948
440560	ENSG00000204513
51337	ENSG00000130193
23461	ENSG00000154265
5813	ENSG00000185129
255649	ENSG00000214788
145873	ENSG00000188095
170482	ENSG00000198178
3434	ENSG00000185745
338094	ENSG00000162391
3092	ENSG00000127946
3093	ENSG00000078140
1535	ENSG00000051523
3091	ENSG00000100644
3096	ENSG00000095951
1244	ENSG00000023839
23149	ENSG00000130475
23148	ENSG00000136274
649	ENSG00000168487
648	ENSG00000168283
3098	ENSG00000156515
23144	ENSG00000014164
23143	ENSG00000136141
23142	ENSG00000109184
1539	ENSG00000155833
23140	ENSG00000074755
84892	ENSG00000144647
84893	ENSG00000134452
84890	ENSG00000181915
84891	ENSG00000130182
84896	ENSG00000138138
84897	ENSG00000154144
84894	ENSG00000169783
84895	ENSG00000148343
84898	ENSG00000120594
84899	ENSG00000125247
283310	ENSG00000165899
23174	ENSG00000140948
4101	ENSG00000183305
4101	ENSG00000184750
10422	ENSG00000130560
4103	ENSG00000147381
4102	ENSG00000221867
4105	ENSG00000197172
79339	ENSG00000183251
4107	ENSG00000156009
10423	ENSG00000103502
4109	ENSG00000124260
4108	ENSG00000123584
4108	ENSG00000166008
5771	ENSG00000175354
10420	ENSG00000070759
10421	ENSG00000169217
9313	ENSG00000137674
57596	ENSG00000183092
151295	ENSG00000213901
9640	ENSG00000166716
91937	ENSG00000145850
116349	ENSG00000221990
79465	ENSG00000131019
3899	ENSG00000144218
55159	ENSG00000168411
10424	ENSG00000164040
3892	ENSG00000170442
55154	ENSG00000125459
55157	ENSG00000117593
55156	ENSG00000104442
55151	ENSG00000095209
3897	ENSG00000198910
55153	ENSG00000198301
3895	ENSG00000126777
92912	ENSG00000140367
116519	ENSG00000110243
3417	ENSG00000138413
56172	ENSG00000154122
116511	ENSG00000204687
116511	ENSG00000206470
116511	ENSG00000206515
116511	ENSG00000228377
116511	ENSG00000228515
116511	ENSG00000233141
116511	ENSG00000234954
116511	ENSG00000237284
116512	ENSG00000172938
56171	ENSG00000118997
140766	ENSG00000138316
84752	ENSG00000237172
145258	ENSG00000133937
100507184	ENSG00000256593
284266	ENSG00000197046
51234	ENSG00000128463
5950	ENSG00000138207
51236	ENSG00000235173
729665	ENSG00000151838
5955	ENSG00000117906
51231	ENSG00000105053
5957	ENSG00000109047
5956	ENSG00000102076
5959	ENSG00000135437
51239	ENSG00000213337
644070	ENSG00000214978
115653	ENSG00000242019
51728	ENSG00000161980
51729	ENSG00000084463
65117	ENSG00000111011
341276	ENSG00000170790
51720	ENSG00000087206
140880	ENSG00000125831
51726	ENSG00000090520
51727	ENSG00000162368
51725	ENSG00000163833
64648	ENSG00000196406
64645	ENSG00000156875
153745	ENSG00000170613
390144	ENSG00000205029
284114	ENSG00000181284
1454	ENSG00000213923
148223	ENSG00000119559
729515	ENSG00000215712
148229	ENSG00000130270
8435	ENSG00000167780
644844	ENSG00000233041
130612	ENSG00000188760
1991	ENSG00000197561
144453	ENSG00000127325
23054	ENSG00000198646
284110	ENSG00000167914
230	ENSG00000109107
340069	ENSG00000164334
340156	ENSG00000145949
128821	ENSG00000101435
128822	ENSG00000173335
27349	ENSG00000100294
27348	ENSG00000136816
5774	ENSG00000070159
50838	ENSG00000212128
100134934	ENSG00000108504
100510096	ENSG00000228594
100134938	ENSG00000168255
100134938	ENSG00000205236
27340	ENSG00000120800
27343	ENSG00000166169
27342	ENSG00000154710
27342	ENSG00000243335
27345	ENSG00000135643
27344	ENSG00000102109
2275	ENSG00000183386
27346	ENSG00000109084
64399	ENSG00000164161
64398	ENSG00000072415
57659	ENSG00000174282
153562	ENSG00000152939
124491	ENSG00000166822
254042	ENSG00000172878
64397	ENSG00000103994
54470	ENSG00000198960
64395	ENSG00000087338
340485	ENSG00000177076
345757	ENSG00000174132
340481	ENSG00000175893
154	ENSG00000169252
391107	ENSG00000180708
284119	ENSG00000177469
100288323	ENSG00000231068
146754	ENSG00000183914
5753	ENSG00000101213
56479	ENSG00000185760
9824	ENSG00000198826
135398	ENSG00000197261
341277	ENSG00000183378
132160	ENSG00000164088
100506426	ENSG00000255722
100506426	ENSG00000256335
57151	ENSG00000161572
6039	ENSG00000169413
6038	ENSG00000181784
23569	ENSG00000159339
254783	ENSG00000197706
113763	ENSG00000188707
6037	ENSG00000169397
6036	ENSG00000169385
6035	ENSG00000129538
23568	ENSG00000102931
10062	ENSG00000025434
10063	ENSG00000138495
10060	ENSG00000069431
10061	ENSG00000033050
9201	ENSG00000133083
10067	ENSG00000116521
10067	ENSG00000255954
9203	ENSG00000147130
9202	ENSG00000146463
2653	ENSG00000140905
2652	ENSG00000147380
2652	ENSG00000166160
2651	ENSG00000111846
10069	ENSG00000156253
9209	ENSG00000093167
57448	ENSG00000115760
100294412	ENSG00000130787
90326	ENSG00000041988
7388	ENSG00000173660
7389	ENSG00000126088
221938	ENSG00000136297
23564	ENSG00000206395
23564	ENSG00000213722
23564	ENSG00000225635
23564	ENSG00000226634
23564	ENSG00000227317
23564	ENSG00000228128
23564	ENSG00000233076
221935	ENSG00000146555
7380	ENSG00000100373
7381	ENSG00000156467
121512	ENSG00000139132
7384	ENSG00000010256
84660	ENSG00000130783
80142	ENSG00000148334
100113407	ENSG00000205269
54859	ENSG00000163832
54858	ENSG00000130517
54857	ENSG00000130055
54856	ENSG00000116580
54855	ENSG00000183508
54854	ENSG00000105523
54853	ENSG00000120314
54852	ENSG00000137819
54851	ENSG00000168876
23560	ENSG00000107937
84159	ENSG00000150347
165055	ENSG00000163006
55752	ENSG00000138758
84153	ENSG00000172922
84152	ENSG00000131771
346653	ENSG00000205085
84154	ENSG00000197498
9061	ENSG00000138801
85012	ENSG00000196507
9063	ENSG00000078043
54762	ENSG00000178075
9064	ENSG00000142733
10288	ENSG00000131042
9066	ENSG00000011347
10286	ENSG00000116752
9068	ENSG00000116194
10284	ENSG00000150459
10285	ENSG00000119953
10282	ENSG00000105829
10283	ENSG00000153015
10280	ENSG00000147955
54764	ENSG00000019995
135935	ENSG00000106410
200734	ENSG00000198369
221468	ENSG00000172738
23052	ENSG00000149218
348738	ENSG00000163009
345062	ENSG00000189099
54766	ENSG00000137707
222865	ENSG00000166448
317772	ENSG00000184270
84337	ENSG00000130165
84336	ENSG00000091947
3560	ENSG00000100385
1453	ENSG00000141551
22849	ENSG00000107864
22848	ENSG00000115977
84331	ENSG00000172366
3565	ENSG00000113520
22845	ENSG00000175283
22844	ENSG00000070601
3568	ENSG00000091181
22846	ENSG00000071246
22841	ENSG00000107560
341359	ENSG00000110975
160287	ENSG00000166800
147807	ENSG00000171443
100508475	ENSG00000235370
4485	ENSG00000173531
4486	ENSG00000164078
4487	ENSG00000163132
203427	ENSG00000077713
4481	ENSG00000038945
4482	ENSG00000175806
145858	ENSG00000183643
56478	ENSG00000184708
653252	ENSG00000138297
653252	ENSG00000204152
4488	ENSG00000120149
4489	ENSG00000205362
2903	ENSG00000183454
146	ENSG00000171873
2901	ENSG00000105737
2900	ENSG00000149403
708	ENSG00000108561
2906	ENSG00000105464
2905	ENSG00000161509
2904	ENSG00000150086
390061	ENSG00000167360
705	ENSG00000112578
706	ENSG00000100300
2908	ENSG00000113580
701	ENSG00000156970
81848	ENSG00000187678
219743	ENSG00000156521
1263	ENSG00000173846
219749	ENSG00000175395
285877	ENSG00000221900
730394	ENSG00000183474
730394	ENSG00000255844
5319	ENSG00000170890
5318	ENSG00000057294
153443	ENSG00000151304
644041	ENSG00000206043
5313	ENSG00000143627
5313	ENSG00000255961
5311	ENSG00000118762
5310	ENSG00000008710
5317	ENSG00000081277
81849	ENSG00000117069
5315	ENSG00000067225
5314	ENSG00000170927
222698	ENSG00000189134
60680	ENSG00000161082
259236	ENSG00000181585
1630	ENSG00000187323
100507431	ENSG00000254842
100509754	ENSG00000186297
126789	ENSG00000169972
388333	ENSG00000183318
388335	ENSG00000187824
1984	ENSG00000132507
388336	ENSG00000188803
54149	ENSG00000154642
54148	ENSG00000154719
3151	ENSG00000198830
1633	ENSG00000156136
3157	ENSG00000112972
3156	ENSG00000113161
3155	ENSG00000117305
151011	ENSG00000186522
11083	ENSG00000101191
1634	ENSG00000011465
3159	ENSG00000137309
3158	ENSG00000134240
11086	ENSG00000168594
11085	ENSG00000134249
1983	ENSG00000100664
91748	ENSG00000156030
79699	ENSG00000162378
10648	ENSG00000168515
3212	ENSG00000173917
64663	ENSG00000198573
91039	ENSG00000142002
79690	ENSG00000197093
79691	ENSG00000151576
79692	ENSG00000181315
1981	ENSG00000114867
79694	ENSG00000172469
79695	ENSG00000119514
79696	ENSG00000119703
79697	ENSG00000255242
29844	ENSG00000105619
347744	ENSG00000137434
347741	ENSG00000182938
29841	ENSG00000134317
29842	ENSG00000115112
29843	ENSG00000079387
83648	ENSG00000154319
283989	ENSG00000182173
23554	ENSG00000106025
23555	ENSG00000099282
23556	ENSG00000197563
23557	ENSG00000143553
23550	ENSG00000125637
23551	ENSG00000100302
23552	ENSG00000156345
23553	ENSG00000106302
126637	ENSG00000182898
85411	ENSG00000187461
23558	ENSG00000132471
2018	ENSG00000170370
284359	ENSG00000182264
51538	ENSG00000121766
23082	ENSG00000148840
23080	ENSG00000105778
23081	ENSG00000107077
23086	ENSG00000110723
23087	ENSG00000104228
51531	ENSG00000136932
51530	ENSG00000091732
196463	ENSG00000151176
203286	ENSG00000165138
84243	ENSG00000204160
25862	ENSG00000164663
25861	ENSG00000095397
2939	ENSG00000244067
25865	ENSG00000105287
729587	ENSG00000237847
23331	ENSG00000100154
23332	ENSG00000074054
23333	ENSG00000173852
23334	ENSG00000198198
23335	ENSG00000091157
23336	ENSG00000182253
23338	ENSG00000043143
23339	ENSG00000166887
8574	ENSG00000053371
8575	ENSG00000180228
8576	ENSG00000115661
8577	ENSG00000241697
8570	ENSG00000088247
100288695	ENSG00000169756
100288695	ENSG00000240428
100288695	ENSG00000256671
100288695	ENSG00000256977
8572	ENSG00000131435
8573	ENSG00000147044
8578	ENSG00000074660
23309	ENSG00000127511
116236	ENSG00000168792
51693	ENSG00000167515
100508317	ENSG00000196313
100137049	ENSG00000168970
100137049	ENSG00000243708
80157	ENSG00000109182
727897	ENSG00000117983
7408	ENSG00000125753
7405	ENSG00000198382
7404	ENSG00000183878
7407	ENSG00000096171
7407	ENSG00000204394
7407	ENSG00000226589
7401	ENSG00000163646
393046	ENSG00000221836
7403	ENSG00000147050
7402	ENSG00000152818
51393	ENSG00000187688
347169	ENSG00000171484
55364	ENSG00000154059
55365	ENSG00000002933
55362	ENSG00000137216
55363	ENSG00000136929
55361	ENSG00000155252
286749	ENSG00000068781
100287171	ENSG00000185596
51398	ENSG00000105583
137886	ENSG00000215114
196051	ENSG00000203805
149951	ENSG00000149600
161253	ENSG00000139890
149954	ENSG00000186191
6628	ENSG00000125835
6629	ENSG00000125870
6626	ENSG00000077312
6627	ENSG00000131876
6624	ENSG00000075618
6625	ENSG00000104852
6622	ENSG00000145335
6623	ENSG00000173267
6620	ENSG00000074317
6621	ENSG00000165684
84939	ENSG00000160953
84938	ENSG00000125703
26595	ENSG00000204293
23302	ENSG00000179314
154743	ENSG00000164603
2813	ENSG00000169347
11318	ENSG00000166856
56548	ENSG00000147119
56547	ENSG00000167346
84930	ENSG00000120539
84933	ENSG00000189376
84932	ENSG00000129472
84935	ENSG00000102802
84934	ENSG00000139405
84937	ENSG00000186187
84936	ENSG00000166140
386679	ENSG00000205445
2539	ENSG00000160211
50628	ENSG00000179409
220164	ENSG00000206052
50624	ENSG00000138161
221692	ENSG00000112137
23306	ENSG00000166881
728458	ENSG00000147380
728458	ENSG00000166160
348793	ENSG00000185798
155435	ENSG00000184863
65251	ENSG00000198093
65250	ENSG00000197603
161247	ENSG00000139914
4299	ENSG00000172493
168400	ENSG00000184735
29952	ENSG00000176978
2301	ENSG00000186790
65258	ENSG00000154889
150159	ENSG00000164037
100294335	ENSG00000238083
442247	ENSG00000251258
29950	ENSG00000197019
158234	ENSG00000165275
645369	ENSG00000206432
729648	ENSG00000224689
567	ENSG00000166710
64940	ENSG00000106610
2330	ENSG00000131781
2331	ENSG00000122176
2332	ENSG00000102081
4717	ENSG00000109390
4710	ENSG00000065518
2335	ENSG00000115414
4712	ENSG00000165264
4713	ENSG00000099795
116966	ENSG00000150627
65123	ENSG00000143624
65123	ENSG00000256921
4718	ENSG00000151366
4719	ENSG00000023228
402569	ENSG00000185467
201456	ENSG00000141665
4122	ENSG00000196547
404550	ENSG00000154102
404552	ENSG00000197745
55022	ENSG00000153823
3714	ENSG00000184916
3717	ENSG00000096968
3716	ENSG00000162434
3710	ENSG00000096433
3713	ENSG00000163207
3712	ENSG00000128928
200504	ENSG00000183607
348174	ENSG00000157322
3718	ENSG00000105639
79901	ENSG00000071967
7018	ENSG00000091513
79903	ENSG00000122390
138716	ENSG00000164967
79905	ENSG00000170537
79906	ENSG00000116151
138715	ENSG00000205143
79908	ENSG00000113303
8189	ENSG00000125755
124808	ENSG00000180329
100505591	ENSG00000204913
653082	ENSG00000206077
199745	ENSG00000161277
404734	ENSG00000131503
404734	ENSG00000254996
284352	ENSG00000104866
221481	ENSG00000157343
2488	ENSG00000131808
4678	ENSG00000132780
4901	ENSG00000129535
4900	ENSG00000154146
4675	ENSG00000186310
4902	ENSG00000171119
4905	ENSG00000073969
2483	ENSG00000109536
4907	ENSG00000135318
4670	ENSG00000099783
57148	ENSG00000170471
57149	ENSG00000102897
128497	ENSG00000149634
63950	ENSG00000142700
63951	ENSG00000176399
57639	ENSG00000135205
57140	ENSG00000142327
55425	ENSG00000133114
57142	ENSG00000115310
57143	ENSG00000063761
57144	ENSG00000101349
57633	ENSG00000175928
57146	ENSG00000011638
7431	ENSG00000026025
387129	ENSG00000187258
441581	ENSG00000225899
5148	ENSG00000185527
7080	ENSG00000136352
5146	ENSG00000095464
5147	ENSG00000156973
5144	ENSG00000113448
5145	ENSG00000132915
5142	ENSG00000184588
5143	ENSG00000105650
5140	ENSG00000152270
5141	ENSG00000065989
120	ENSG00000148700
64077	ENSG00000107902
123	ENSG00000147872
64072	ENSG00000107736
64073	ENSG00000167644
124773	ENSG00000141371
283316	ENSG00000177675
283234	ENSG00000168071
5429	ENSG00000170734
214	ENSG00000170017
116092	ENSG00000101457
53827	ENSG00000089327
53826	ENSG00000137726
113115	ENSG00000146410
1188	ENSG00000184908
146325	ENSG00000161992
143941	ENSG00000172425
7086	ENSG00000163931
10349	ENSG00000154263
53829	ENSG00000181631
53828	ENSG00000150201
100506074	ENSG00000183426
1186	ENSG00000103249
140947	ENSG00000251380
128674	ENSG00000101292
100292920	ENSG00000130772
10724	ENSG00000198408
1187	ENSG00000186510
80135	ENSG00000117133
7225	ENSG00000137672
85417	ENSG00000147082
85416	ENSG00000139800
80131	ENSG00000171017
5427	ENSG00000100479
80133	ENSG00000117501
9169	ENSG00000139218
220988	ENSG00000170144
256364	ENSG00000149499
1182	ENSG00000109572
116840	ENSG00000170037
5420	ENSG00000128567
10691	ENSG00000162419
79778	ENSG00000164877
5423	ENSG00000070501
7113	ENSG00000184012
10690	ENSG00000172461
5422	ENSG00000101868
9166	ENSG00000147654
7247	ENSG00000211460
10692	ENSG00000180245
148789	ENSG00000162885
7015	ENSG00000164362
84766	ENSG00000130038
116535	ENSG00000172935
7249	ENSG00000103197
5077	ENSG00000135903
54440	ENSG00000122122
5074	ENSG00000177425
54442	ENSG00000167977
54443	ENSG00000011426
80351	ENSG00000107854
5075	ENSG00000125813
163702	ENSG00000185436
6820	ENSG00000088002
6821	ENSG00000139531
6822	ENSG00000105398
23218	ENSG00000160796
6827	ENSG00000213246
6829	ENSG00000196235
29091	ENSG00000168952
84451	ENSG00000143674
84456	ENSG00000198945
84457	ENSG00000165443
284353	ENSG00000179846
84455	ENSG00000203965
10721	ENSG00000051341
10544	ENSG00000101000
10541	ENSG00000136938
10540	ENSG00000175203
10542	ENSG00000134248
643904	ENSG00000189051
643905	ENSG00000221961
10549	ENSG00000123131
10548	ENSG00000100926
10548	ENSG00000254692
57509	ENSG00000129422
338917	ENSG00000119614
168391	ENSG00000106648
79071	ENSG00000170522
10720	ENSG00000213759
166012	ENSG00000180767
54620	ENSG00000099364
8816	ENSG00000139990
147323	ENSG00000174448
8814	ENSG00000100490
8813	ENSG00000000419
8812	ENSG00000090061
54626	ENSG00000069812
54627	ENSG00000212916
54629	ENSG00000128923
100287664	ENSG00000236294
8819	ENSG00000164105
8818	ENSG00000136908
26692	ENSG00000204704
26692	ENSG00000206525
26692	ENSG00000226463
26692	ENSG00000227639
26692	ENSG00000228652
26692	ENSG00000228977
26692	ENSG00000229328
26692	ENSG00000234101
8218	ENSG00000070371
116844	ENSG00000171236
284485	ENSG00000178796
8749	ENSG00000168619
283459	ENSG00000111780
8747	ENSG00000139985
402573	ENSG00000185955
8745	ENSG00000114948
8744	ENSG00000125657
8743	ENSG00000121858
8214	ENSG00000183628
8741	ENSG00000161955
8216	ENSG00000099949
7652	ENSG00000213973
6491	ENSG00000123473
445372	ENSG00000239456
445372	ENSG00000242885
548593	ENSG00000132207
548593	ENSG00000181625
6490	ENSG00000185664
79884	ENSG00000164114
54535	ENSG00000204536
54535	ENSG00000206457
338879	ENSG00000182545
4248	ENSG00000128268
171558	ENSG00000171611
338707	ENSG00000182272
939	ENSG00000139193
114932	ENSG00000178988
338872	ENSG00000240654
79654	ENSG00000126107
53615	ENSG00000071655
22950	ENSG00000163798
10586	ENSG00000181541
147495	ENSG00000154856
2224	ENSG00000160752
389761	ENSG00000214929
339479	ENSG00000162670
36	ENSG00000196177
220042	ENSG00000165490
6499	ENSG00000204351
6499	ENSG00000225737
389763	ENSG00000214929
6498	ENSG00000136603
9869	ENSG00000143379
933	ENSG00000012124
728047	ENSG00000206127
118663	ENSG00000138152
10406	ENSG00000101443
441425	ENSG00000132498
932	ENSG00000149516
9861	ENSG00000163636
9860	ENSG00000198799
9863	ENSG00000187391
9862	ENSG00000008838
728049	ENSG00000224089
728049	ENSG00000226023
728049	ENSG00000226600
728049	ENSG00000226685
728049	ENSG00000226929
728049	ENSG00000228517
728049	ENSG00000230347
728049	ENSG00000230594
728049	ENSG00000236126
728049	ENSG00000236371
728049	ENSG00000237957
728049	ENSG00000242362
931	ENSG00000156738
9867	ENSG00000198961
9866	ENSG00000166436
11146	ENSG00000174842
58504	ENSG00000128805
11144	ENSG00000100206
58506	ENSG00000126461
11142	ENSG00000168734
11143	ENSG00000136504
11140	ENSG00000105401
11141	ENSG00000169306
151056	ENSG00000163803
375189	ENSG00000176732
58509	ENSG00000105298
58508	ENSG00000055609
11148	ENSG00000114455
11149	ENSG00000112276
170850	ENSG00000171126
10407	ENSG00000164871
10407	ENSG00000178287
6948	ENSG00000185339
1519	ENSG00000151792
1519	ENSG00000256043
1515	ENSG00000136943
1514	ENSG00000135047
1511	ENSG00000100448
1510	ENSG00000196188
1513	ENSG00000143387
1512	ENSG00000103811
132141	ENSG00000173389
84684	ENSG00000168348
140258	ENSG00000198390
212	ENSG00000158578
131583	ENSG00000185112
23117	ENSG00000185864
64582	ENSG00000181619
642938	ENSG00000188916
399979	ENSG00000120451
5756	ENSG00000151239
10522	ENSG00000177030
6940	ENSG00000169131
730130	ENSG00000234224
160428	ENSG00000136010
50614	ENSG00000182870
5770	ENSG00000196396
10868	ENSG00000136878
10409	ENSG00000176788
55179	ENSG00000158234
150274	ENSG00000100209
286075	ENSG00000181135
286075	ENSG00000257049
55173	ENSG00000048544
55172	ENSG00000165506
55171	ENSG00000113838
170302	ENSG00000004848
55177	ENSG00000137824
55176	ENSG00000065665
55175	ENSG00000178502
55174	ENSG00000104613
285800	ENSG00000176381
112817	ENSG00000241935
100505753	ENSG00000212657
120227	ENSG00000186104
1896	ENSG00000158813
114798	ENSG00000178235
51744	ENSG00000122223
124936	ENSG00000167740
201595	ENSG00000163527
10600	ENSG00000156256
114790	ENSG00000254493
114791	ENSG00000153575
401466	ENSG00000176731
114793	ENSG00000157827
114794	ENSG00000166897
114795	ENSG00000139364
10826	ENSG00000170271
55281	ENSG00000146859
51253	ENSG00000116221
55283	ENSG00000055732
51251	ENSG00000122643
55285	ENSG00000089682
55284	ENSG00000104343
55287	ENSG00000088726
55286	ENSG00000154274
55289	ENSG00000153093
55288	ENSG00000126858
51258	ENSG00000111639
51259	ENSG00000187049
256979	ENSG00000164744
5976	ENSG00000005007
64343	ENSG00000163512
153768	ENSG00000186314
153769	ENSG00000156463
56999	ENSG00000163638
60560	ENSG00000135040
60561	ENSG00000135249
339896	ENSG00000144644
400566	ENSG00000187624
400566	ENSG00000255897
339390	ENSG00000182566
246778	ENSG00000197272
641522	ENSG00000185829
641522	ENSG00000228696
28514	ENSG00000198719
54557	ENSG00000197860
148206	ENSG00000160352
401250	ENSG00000204511
401250	ENSG00000225228
401250	ENSG00000226841
253980	ENSG00000174943
150094	ENSG00000142178
78999	ENSG00000173621
78994	ENSG00000156858
78995	ENSG00000125319
78996	ENSG00000122783
78997	ENSG00000124194
78990	ENSG00000089723
78991	ENSG00000145882
78992	ENSG00000130733
56154	ENSG00000133863
56155	ENSG00000121101
56156	ENSG00000170925
56157	ENSG00000133149
84432	ENSG00000143125
286380	ENSG00000187559
