ID	Symbol	Description
ENSG00000251164	HULC	highly up-regulated in liver cancer (non-protein coding) [Source:HGNC Symbol;Acc:34232]
ENSG00000197358	AL139023.1	
ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:30796]
ENSG00000230939	RP11-314C16.1	
ENSG00000159579	RSPRY1	ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:29420]
ENSG00000141295	SCRN2	secernin 2 [Source:HGNC Symbol;Acc:30381]
ENSG00000069018	TRPC7	transient receptor potential cation channel, subfamily C, member 7 [Source:HGNC Symbol;Acc:20754]
ENSG00000148120	C9orf3	chromosome 9 open reading frame 3 [Source:HGNC Symbol;Acc:1361]
ENSG00000149639	KIAA0889	KIAA0889 [Source:HGNC Symbol;Acc:16111]
ENSG00000095397	DFNB31	deafness, autosomal recessive 31 [Source:HGNC Symbol;Acc:16361]
ENSG00000225775	RP11-354I10.1	
ENSG00000187824	TMEM220	transmembrane protein 220 [Source:HGNC Symbol;Acc:33757]
ENSG00000216368	RP3-486D24.1	
ENSG00000229765	RP11-339A7.1	
ENSG00000257044	C14orf128	chromosome 14 open reading frame 128 [Source:HGNC Symbol;Acc:20279]
ENSG00000173705	SUSD5	sushi domain containing 5 [Source:HGNC Symbol;Acc:29061]
ENSG00000216781	RP1-290I10.2	
ENSG00000205937	RNPS1	RNA binding protein S1, serine-rich domain [Source:HGNC Symbol;Acc:10080]
ENSG00000229950	RP1-290I10.6	
ENSG00000100852	ARHGAP5	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:675]
ENSG00000140398	NEIL1	nei endonuclease VIII-like 1 (E. coli) [Source:HGNC Symbol;Acc:18448]
ENSG00000228478	RP1-290I10.3	
ENSG00000137338	PGBD1	piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:19398]
ENSG00000064419	TNPO3	transportin 3 [Source:HGNC Symbol;Acc:17103]
ENSG00000233670	PIRT	phosphoinositide-interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:37239]
ENSG00000101292	PROKR2	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]
ENSG00000239961	LILRA4	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4 [Source:HGNC Symbol;Acc:15503]
ENSG00000188803	SHISA6	shisa homolog 6 (Xenopus laevis) [Source:HGNC Symbol;Acc:34491]
ENSG00000076641	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:30043]
ENSG00000142089	IFITM3	interferon induced transmembrane protein 3 (1-8U) [Source:HGNC Symbol;Acc:5414]
ENSG00000255625	AL121757.1	
ENSG00000019186	CYP24A1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2602]
ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26957]
ENSG00000243003	CR753842.8	Lymphocyte antigen 6 complex locus protein G6f [Source:UniProtKB/Swiss-Prot;Acc:Q5SQ64]
ENSG00000102172	SMS	spermine synthase [Source:HGNC Symbol;Acc:11123]
ENSG00000163762	TM4SF18	transmembrane 4 L six family member 18 [Source:HGNC Symbol;Acc:25181]
ENSG00000234443	CR936239.6	Lymphocyte antigen 6 complex locus protein G6d [Source:UniProtKB/Swiss-Prot;Acc:O95868]
ENSG00000198830	HMGN2	high-mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:4986]
ENSG00000183386	FHL3	four and a half LIM domains 3 [Source:HGNC Symbol;Acc:3704]
ENSG00000198946	SSX4B	synovial sarcoma, X breakpoint 4B [Source:HGNC Symbol;Acc:16880]
ENSG00000205765	C5orf51	chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:27750]
ENSG00000183604	RP11-347C12.2	
ENSG00000133773	CCDC59	coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:25005]
ENSG00000152595	MEPE	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:13361]
ENSG00000153395	LPCAT1	lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:25718]
ENSG00000087338	GMCL1	germ cell-less homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:23843]
ENSG00000007174	DNAH9	dynein, axonemal, heavy chain 9 [Source:HGNC Symbol;Acc:2953]
ENSG00000023697	DERA	deoxyribose-phosphate aldolase (putative) [Source:HGNC Symbol;Acc:24269]
ENSG00000149927	DOC2A	double C2-like domains, alpha [Source:HGNC Symbol;Acc:2985]
ENSG00000127720	C12orf26	chromosome 12 open reading frame 26 [Source:HGNC Symbol;Acc:26228]
ENSG00000227642	BX927239.2	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Source:UniProtKB/Swiss-Prot;Acc:Q99943]
ENSG00000101342	C20orf118	chromosome 20 open reading frame 118 [Source:HGNC Symbol;Acc:16112]
ENSG00000255602	AL359853.3	cDNA FLJ60374 [Source:UniProtKB/TrEMBL;Acc:B4DYY8]
ENSG00000198088	NUP62CL	nucleoporin 62kDa C-terminal like [Source:HGNC Symbol;Acc:25960]
ENSG00000143340	FAM163A	family with sequence similarity 163, member A [Source:HGNC Symbol;Acc:28274]
ENSG00000179104	TMTC2	transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:25440]
ENSG00000256550	AC004158.1	
ENSG00000167970	AC009065.1	
ENSG00000140836	ZFHX3	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:777]
ENSG00000167972	ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3 [Source:HGNC Symbol;Acc:33]
ENSG00000111837	MAK	male germ cell-associated kinase [Source:HGNC Symbol;Acc:6816]
ENSG00000141748	ARL5C	ADP-ribosylation factor-like 5C [Source:HGNC Symbol;Acc:31111]
ENSG00000123600	METTL8	methyltransferase like 8 [Source:HGNC Symbol;Acc:25856]
ENSG00000169905	TOR1AIP2	torsin A interacting protein 2 [Source:HGNC Symbol;Acc:24055]
ENSG00000101347	SAMHD1	SAM domain and HD domain 1 [Source:HGNC Symbol;Acc:15925]
ENSG00000169908	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:11853]
ENSG00000189120	SP6	Sp6 transcription factor [Source:HGNC Symbol;Acc:14530]
ENSG00000067191	CACNB1	calcium channel, voltage-dependent, beta 1 subunit [Source:HGNC Symbol;Acc:1401]
ENSG00000119522	DENND1A	DENN/MADD domain containing 1A [Source:HGNC Symbol;Acc:29324]
ENSG00000167182	SP2	Sp2 transcription factor [Source:HGNC Symbol;Acc:11207]
ENSG00000235109	ZNF323	zinc finger protein 323 [Source:HGNC Symbol;Acc:14097]
ENSG00000119608	PROX2	prospero homeobox 2 [Source:HGNC Symbol;Acc:26715]
ENSG00000106785	TRIM14	tripartite motif containing 14 [Source:HGNC Symbol;Acc:16283]
ENSG00000072041	SLC6A15	solute carrier family 6 (neutral amino acid transporter), member 15 [Source:HGNC Symbol;Acc:13621]
ENSG00000100292	HMOX1	heme oxygenase (decycling) 1 [Source:HGNC Symbol;Acc:5013]
ENSG00000188991	SLC15A5	solute carrier family 15, member 5 [Source:HGNC Symbol;Acc:33455]
ENSG00000257085	AC092723.1	HCG1980276MUSP1 [Source:UniProtKB/TrEMBL;Acc:Q96RH9]
ENSG00000146950	SHROOM2	shroom family member 2 [Source:HGNC Symbol;Acc:630]
ENSG00000147383	NSDHL	NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:13398]
ENSG00000221857	FXYD1	FXYD domain containing ion transport regulator 1 [Source:HGNC Symbol;Acc:4025]
ENSG00000168367	AC092327.1	similar to hCG1645603 (LOC732275), non-coding RNA [Source:RefSeq DNA;Acc:NR_024406]
ENSG00000167613	LAIR1	leukocyte-associated immunoglobulin-like receptor 1 [Source:HGNC Symbol;Acc:6477]
ENSG00000213199	ACCN3	amiloride-sensitive cation channel 3 [Source:HGNC Symbol;Acc:101]
ENSG00000118804	STBD1	starch binding domain 1 [Source:HGNC Symbol;Acc:24854]
ENSG00000103241	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:3809]
ENSG00000228537	AL353608.1	HDCMB45P [Source:UniProtKB/TrEMBL;Acc:Q9P1R7]
ENSG00000153558	FBXL2	F-box and leucine-rich repeat protein 2 [Source:HGNC Symbol;Acc:13598]
ENSG00000110200	C11orf51	chromosome 11 open reading frame 51 [Source:HGNC Symbol;Acc:24531]
ENSG00000186907	RTN4RL2	reticulon 4 receptor-like 2 [Source:HGNC Symbol;Acc:23053]
ENSG00000134352	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor) [Source:HGNC Symbol;Acc:6021]
ENSG00000197386	HTT	huntingtin [Source:HGNC Symbol;Acc:4851]
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]
ENSG00000197363	ZNF517	zinc finger protein 517 [Source:HGNC Symbol;Acc:27984]
ENSG00000187790	FANCM	Fanconi anemia, complementation group M [Source:HGNC Symbol;Acc:23168]
ENSG00000221946	FXYD7	FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:4034]
ENSG00000182170	MRGPRG	MAS-related GPR, member G [Source:HGNC Symbol;Acc:24829]
ENSG00000183520	UTP11L	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) [Source:HGNC Symbol;Acc:24329]
ENSG00000124380	SNRNP27	small nuclear ribonucleoprotein 27kDa (U4/U6.U5) [Source:HGNC Symbol;Acc:30240]
ENSG00000005059	CCDC109B	coiled-coil domain containing 109B [Source:HGNC Symbol;Acc:26076]
ENSG00000163749	CCDC158	coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:26374]
ENSG00000115827	DCAF17	DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:25784]
ENSG00000089327	FXYD5	FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:4029]
ENSG00000133710	SPINK5	serine peptidase inhibitor, Kazal type 5 [Source:HGNC Symbol;Acc:15464]
ENSG00000152455	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:17287]
ENSG00000178149	DALRD3	DALR anticodon binding domain containing 3 [Source:HGNC Symbol;Acc:25536]
ENSG00000140400	MAN2C1	mannosidase, alpha, class 2C, member 1 [Source:HGNC Symbol;Acc:6827]
ENSG00000131171	SH3BGRL	SH3 domain binding glutamic acid-rich protein like [Source:HGNC Symbol;Acc:10823]
ENSG00000235956	BX284686.7	Proline-rich transmembrane protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q99946]
ENSG00000134769	DTNA	dystrobrevin, alpha [Source:HGNC Symbol;Acc:3057]
ENSG00000183674	C6orf218	chromosome 6 open reading frame 218 [Source:HGNC Symbol;Acc:28626]
ENSG00000240179	CTD-2591A6.1	
ENSG00000171984	C20orf196	chromosome 20 open reading frame 196 [Source:HGNC Symbol;Acc:26318]
ENSG00000188191	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta [Source:HGNC Symbol;Acc:9390]
ENSG00000179487	AL158212.1	
ENSG00000231738	TSPAN19	tetraspanin 19 [Source:HGNC Symbol;Acc:31886]
ENSG00000059728	MXD1	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:6761]
ENSG00000114450	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4 [Source:HGNC Symbol;Acc:20731]
ENSG00000114646	CSPG5	chondroitin sulfate proteoglycan 5 (neuroglycan C) [Source:HGNC Symbol;Acc:2467]
ENSG00000140545	MFGE8	milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:7036]
ENSG00000148737	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:11641]
ENSG00000048540	LMO3	LIM domain only 3 (rhombotin-like 2) [Source:HGNC Symbol;Acc:6643]
ENSG00000108439	PNPO	pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:30260]
ENSG00000101132	PFDN4	prefoldin subunit 4 [Source:HGNC Symbol;Acc:8868]
ENSG00000147394	ZNF185	zinc finger protein 185 (LIM domain) [Source:HGNC Symbol;Acc:12976]
ENSG00000197445	C16orf47	chromosome 16 open reading frame 47 [Source:HGNC Symbol;Acc:28329]
ENSG00000237482	CR936239.7	Lymphocyte antigen 6 complex, locus G6ELymphocyte antigen 6 complex, locus G6E, isoform CRA_a [Source:UniProtKB/TrEMBL;Acc:A2ABS3]
ENSG00000133640	LRRIQ1	leucine-rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:25708]
ENSG00000158423	RIBC1	RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:26537]
ENSG00000089199	CHGB	chromogranin B (secretogranin 1) [Source:HGNC Symbol;Acc:1930]
ENSG00000068323	TFE3	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:11752]
ENSG00000224393	CR936239.1	Protein G6b [Source:UniProtKB/Swiss-Prot;Acc:O95866]
ENSG00000177558	FAM187B	family with sequence similarity 187, member B [Source:HGNC Symbol;Acc:26366]
ENSG00000185668	POU3F1	POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:9214]
ENSG00000230997	RAB42P1	RAB42, member RAS oncogene family, pseudogene 1 [Source:HGNC Symbol;Acc:19799]
ENSG00000042088	TDP1	tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:18884]
ENSG00000080839	RBL1	retinoblastoma-like 1 (p107) [Source:HGNC Symbol;Acc:9893]
ENSG00000105699	LSR	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:29572]
ENSG00000100297	MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:6948]
ENSG00000167183	PRR15L	proline rich 15-like [Source:HGNC Symbol;Acc:28149]
ENSG00000164687	FABP5	fatty acid binding protein 5 (psoriasis-associated) [Source:HGNC Symbol;Acc:3560]
ENSG00000017483	SLC38A5	solute carrier family 38, member 5 [Source:HGNC Symbol;Acc:18070]
ENSG00000108465	CDK5RAP3	CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:18673]
ENSG00000169903	TM4SF4	transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:11856]
ENSG00000089195	TRMT6	tRNA methyltransferase 6 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20900]
ENSG00000244617	ASPRV1	aspartic peptidase, retroviral-like 1 [Source:HGNC Symbol;Acc:26321]
ENSG00000169564	PCBP1	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:8647]
ENSG00000234951	CR759787.8	Protein G7d [Source:UniProtKB/Swiss-Prot;Acc:Q5SSQ6]
ENSG00000236301	C11orf36	chromosome 11 open reading frame 36 [Source:HGNC Symbol;Acc:26691]
ENSG00000151876	FBXO4	F-box protein 4 [Source:HGNC Symbol;Acc:13583]
ENSG00000106009	BAAT1	BRCA1-associated ATM activator 1 [Source:HGNC Symbol;Acc:21701]
ENSG00000117676	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1 [Source:HGNC Symbol;Acc:10430]
ENSG00000115998	C2orf42	chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:26056]
ENSG00000229474	PATL2	protein associated with topoisomerase II homolog 2 (yeast) [Source:HGNC Symbol;Acc:33630]
ENSG00000184350	MRGPRE	MAS-related GPR, member E [Source:HGNC Symbol;Acc:30694]
ENSG00000255924	AL356311.1	
ENSG00000256881	AL078582.1	
ENSG00000240201	RP11-269C4.1	
ENSG00000229401	RP1-290I10.7	
ENSG00000243855	RP11-114O13.1	
ENSG00000235531	RP11-383H13.1	cDNA FLJ53548 [Source:UniProtKB/TrEMBL;Acc:B7Z945]
ENSG00000238076	RP1-290I10.4	
ENSG00000167194	C16orf92	chromosome 16 open reading frame 92 [Source:HGNC Symbol;Acc:26346]
ENSG00000166710	B2M	beta-2-microglobulin [Source:HGNC Symbol;Acc:914]
ENSG00000005801	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:12986]
ENSG00000231056	RP1-290I10.5	
ENSG00000136514	RTP4	receptor (chemosensory) transporter protein 4 [Source:HGNC Symbol;Acc:23992]
ENSG00000071967	CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:20797]
ENSG00000237685	RP11-360O19.4	
ENSG00000216359	RP11-360O19.1	
ENSG00000227600	BX284686.3	Lysosomal thioesterase PPT2 [Source:UniProtKB/Swiss-Prot;Acc:Q9UMR5]
ENSG00000103056	SMPD3	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) [Source:HGNC Symbol;Acc:14240]
ENSG00000217181	RP11-360O19.5	
ENSG00000083799	CYLD	cylindromatosis (turban tumor syndrome) [Source:HGNC Symbol;Acc:2584]
ENSG00000235051	RP11-637O19.2	
ENSG00000131018	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]
ENSG00000230314	RP1-62D2.3	
ENSG00000171209	CSN3	casein kappa [Source:HGNC Symbol;Acc:2446]
ENSG00000157005	SST	somatostatin [Source:HGNC Symbol;Acc:11329]
ENSG00000224531	RP4-761I2.2	
ENSG00000234469	AC002365.1	
ENSG00000149926	FAM57B	family with sequence similarity 57, member B [Source:HGNC Symbol;Acc:25295]
ENSG00000198471	RTP2	receptor (chemosensory) transporter protein 2 [Source:HGNC Symbol;Acc:32486]
ENSG00000247925	RP3-510L9.1	
ENSG00000240513	RP11-829H16.1	
ENSG00000213867	RP11-829H16.2	
ENSG00000233656	RP11-716O23.1	
ENSG00000239323	CTD-2213F21.1	
ENSG00000223593	AL356806.3	
ENSG00000242753	RP11-716O23.2	
ENSG00000228804	RP11-211G3.3	hCG1645011-like (LOC100131635), non-coding RNA [Source:RefSeq DNA;Acc:NR_034062]
ENSG00000237450	RP11-671J11.1	
ENSG00000174460	ZCCHC12	zinc finger, CCHC domain containing 12 [Source:HGNC Symbol;Acc:27273]
ENSG00000250641	XXbac-BPG32J3.19	HCG43720, isoform CRA_aLymphocyte antigen 6 complex, locus G6DLymphocyte antigen 6 complex, locus G6FMegakaryocyte-enhanced gene transcript 1 protein [Source:UniProtKB/TrEMBL;Acc:Q9NZJ1]
ENSG00000218020	RP11-716O23.3	
ENSG00000105698	USF2	upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:12594]
ENSG00000234427	RP3-413H6.2	
ENSG00000215124	RP3-420J14.1	
ENSG00000180318	ALX1	ALX homeobox 1 [Source:HGNC Symbol;Acc:1494]
ENSG00000255552	AL662899.1	lymphocyte antigen 6 complex, locus G6E (LY6G6E), transcript variant 1, non-coding RNA [Source:RefSeq DNA;Acc:NR_024541]
ENSG00000147403	RPL10	ribosomal protein L10 [Source:HGNC Symbol;Acc:10298]
ENSG00000136518	ACTL6A	actin-like 6A [Source:HGNC Symbol;Acc:24124]
ENSG00000113916	BCL6	B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:1001]
ENSG00000103248	MTHFSD	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:25778]
ENSG00000240463	RPS19P3	ribosomal protein S19 pseudogene 3 [Source:HGNC Symbol;Acc:23560]
ENSG00000198774	RASSF9	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 [Source:HGNC Symbol;Acc:15739]
ENSG00000241582	RP11-434O22.2	
ENSG00000243824	RP11-434O22.1	
ENSG00000133636	NTS	neurotensin [Source:HGNC Symbol;Acc:8038]
ENSG00000147454	SLC25A37	solute carrier family 25, member 37 [Source:HGNC Symbol;Acc:29786]
ENSG00000132254	ARFIP2	ADP-ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:17160]
ENSG00000103035	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:HGNC Symbol;Acc:9565]
ENSG00000176209	C8orf40	chromosome 8 open reading frame 40 [Source:HGNC Symbol;Acc:25166]
ENSG00000180138	CSNK1A1L	casein kinase 1, alpha 1-like [Source:HGNC Symbol;Acc:20289]
ENSG00000111404	RERGL	RERG/RAS-like [Source:HGNC Symbol;Acc:26213]
ENSG00000077380	DYNC1I2	dynein, cytoplasmic 1, intermediate chain 2 [Source:HGNC Symbol;Acc:2964]
ENSG00000047644	WWC3	WWC family member 3 [Source:HGNC Symbol;Acc:29237]
ENSG00000256147	AL359853.4	Torsin-1A-interacting protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8NFQ8]
ENSG00000182050	MGAT4C	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) [Source:HGNC Symbol;Acc:30871]
ENSG00000133110	POSTN	periostin, osteoblast specific factor [Source:HGNC Symbol;Acc:16953]
ENSG00000143337	TOR1AIP1	torsin A interacting protein 1 [Source:HGNC Symbol;Acc:29456]
ENSG00000064995	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa [Source:HGNC Symbol;Acc:11544]
ENSG00000054523	KIF1B	kinesin family member 1B [Source:HGNC Symbol;Acc:16636]
ENSG00000165805	C12orf50	chromosome 12 open reading frame 50 [Source:HGNC Symbol;Acc:26665]
ENSG00000185880	TRIM69	tripartite motif containing 69 [Source:HGNC Symbol;Acc:17857]
ENSG00000128322	IGLL1	immunoglobulin lambda-like polypeptide 1 [Source:HGNC Symbol;Acc:5870]
ENSG00000146574	C7orf28B	chromosome 7 open reading frame 28B [Source:HGNC Symbol;Acc:21717]
ENSG00000139144	PIK3C2G	phosphoinositide-3-kinase, class 2, gamma polypeptide [Source:HGNC Symbol;Acc:8973]
ENSG00000133641	C12orf29	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:25322]
ENSG00000116001	TIA1	TIA1 cytotoxic granule-associated RNA binding protein [Source:HGNC Symbol;Acc:11802]
ENSG00000100567	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3 [Source:HGNC Symbol;Acc:9532]
ENSG00000189269	C22orf43	chromosome 22 open reading frame 43 [Source:HGNC Symbol;Acc:28031]
ENSG00000105697	HAMP	hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:15598]
ENSG00000105695	MAG	myelin associated glycoprotein [Source:HGNC Symbol;Acc:6783]
ENSG00000147588	PMP2	peripheral myelin protein 2 [Source:HGNC Symbol;Acc:9117]
ENSG00000124795	DEK	DEK oncogene [Source:HGNC Symbol;Acc:2768]
ENSG00000002587	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:5194]
ENSG00000116954	RRAGC	Ras-related GTP binding C [Source:HGNC Symbol;Acc:19902]
ENSG00000196810	C4orf42	chromosome 4 open reading frame 42 [Source:HGNC Symbol;Acc:28307]
ENSG00000145309	CABS1	calcium-binding protein, spermatid-specific 1 [Source:HGNC Symbol;Acc:30710]
ENSG00000185942	NKAIN3	Na+/K+ transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:26829]
ENSG00000090316	MAEA	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:13731]
ENSG00000205808	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2 [Source:HGNC Symbol;Acc:23682]
ENSG00000238098	ABCA17P	ATP-binding cassette, sub-family A (ABC1), member 17, pseudogene [Source:HGNC Symbol;Acc:32972]
ENSG00000109208	SMR3A	submaxillary gland androgen regulated protein 3A [Source:HGNC Symbol;Acc:19216]
ENSG00000168495	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa [Source:HGNC Symbol;Acc:1080]
ENSG00000198707	CEP290	centrosomal protein 290kDa [Source:HGNC Symbol;Acc:29021]
ENSG00000173473	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 [Source:HGNC Symbol;Acc:11104]
ENSG00000140557	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:10870]
ENSG00000244355	LY6G6D	lymphocyte antigen 6 complex, locus G6D [Source:HGNC Symbol;Acc:13935]
ENSG00000080572	CXorf41	chromosome X open reading frame 41 [Source:HGNC Symbol;Acc:28570]
ENSG00000170142	UBE2E1	ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast) [Source:HGNC Symbol;Acc:12477]
ENSG00000159496	RGL4	ral guanine nucleotide dissociation stimulator-like 4 [Source:HGNC Symbol;Acc:31911]
ENSG00000226677	C14orf19	chromosome 14 open reading frame 19 [Source:HGNC Symbol;Acc:19709]
ENSG00000149292	TTC12	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:23700]
ENSG00000175556	LONRF3	LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:21152]
ENSG00000159147	DONSON	downstream neighbor of SON [Source:HGNC Symbol;Acc:2993]
ENSG00000171201	SMR3B	submaxillary gland androgen regulated protein 3B [Source:HGNC Symbol;Acc:17326]
ENSG00000256534	AL133335.1	
ENSG00000167014	C15orf43	chromosome 15 open reading frame 43 [Source:HGNC Symbol;Acc:28520]
ENSG00000101134	DOK5	docking protein 5 [Source:HGNC Symbol;Acc:16173]
ENSG00000214114	MYCBP	c-myc binding protein [Source:HGNC Symbol;Acc:7554]
ENSG00000223757	CR759787.1	protein G7c precursor  [Source:RefSeq peptide;Acc:NP_079534]
ENSG00000132840	BHMT2	betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:1048]
ENSG00000177666	PNPLA2	patatin-like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:30802]
ENSG00000106993	CDC37L1	cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:HGNC Symbol;Acc:17179]
ENSG00000162063	CCNF	cyclin F [Source:HGNC Symbol;Acc:1591]
ENSG00000153292	GPR110	G protein-coupled receptor 110 [Source:HGNC Symbol;Acc:18990]
ENSG00000187559	FOXD4L3	forkhead box D4-like 3 [Source:HGNC Symbol;Acc:18523]
ENSG00000135837	CEP350	centrosomal protein 350kDa [Source:HGNC Symbol;Acc:24238]
ENSG00000012124	CD22	CD22 molecule [Source:HGNC Symbol;Acc:1643]
ENSG00000119689	DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Source:HGNC Symbol;Acc:2911]
ENSG00000131080	EDA2R	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:17756]
ENSG00000154781	C3orf19	chromosome 3 open reading frame 19 [Source:HGNC Symbol;Acc:28033]
ENSG00000184939	ZFP90	zinc finger protein 90 homolog (mouse) [Source:HGNC Symbol;Acc:23329]
ENSG00000149150	SLC43A1	solute carrier family 43, member 1 [Source:HGNC Symbol;Acc:9225]
ENSG00000138794	CASP6	caspase 6, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1507]
ENSG00000139151	PLCZ1	phospholipase C, zeta 1 [Source:HGNC Symbol;Acc:19218]
ENSG00000228859	CR936239.4	Lymphocyte antigen 6 complex locus protein G6c [Source:UniProtKB/Swiss-Prot;Acc:O95867]
ENSG00000054803	CBLN4	cerebellin 4 precursor [Source:HGNC Symbol;Acc:16231]
ENSG00000129534	MIS18BP1	MIS18 binding protein 1 [Source:HGNC Symbol;Acc:20190]
ENSG00000152268	SPON1	spondin 1, extracellular matrix protein [Source:HGNC Symbol;Acc:11252]
ENSG00000093183	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:16828]
ENSG00000139324	TMTC3	transmembrane and tetratricopeptide repeat containing 3 [Source:HGNC Symbol;Acc:26899]
ENSG00000131233	GJA9	gap junction protein, alpha 9, 59kDa [Source:HGNC Symbol;Acc:19155]
ENSG00000101353	C20orf132	chromosome 20 open reading frame 132 [Source:HGNC Symbol;Acc:16125]
